step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,12.767414600821494,0,0.0,0.9544019401181745,0,0.0,1.0,0,0.0,0.9372055215626962,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,12.966082670268955,0,0.0,0.9696317611573206,0,0.0,1.0,0,0.0,0.9377356992951504,0,0.0,1.0,0,0.0
15.0,1,2.0,0.2222222222222222,9.242845738281472,1,2.0,0.6691916950964766,0,0.0,1.0,0,0.0,0.6589888994245195,0,0.0,1.0,1,2.0
20.0,4,15.0,1.5,5.938072547873216,2,10.0,0.37608297061621965,0,0.0,1.0,2,5.0,0.3173096891729718,0,0.0,1.0,4,15.0
25.0,5,28.0,2.3333333333333335,4.050313997704021,2,11.0,0.22007500037603536,0,0.0,0.9921486163188472,3,17.0,0.22675365790987806,0,0.0,1.0,5,28.0
30.0,7,61.0,4.6923076923076925,5.714261171173488,4,29.0,0.3306498891355721,0,2.0,0.9799869000010211,3,32.0,0.18667069655403426,0,0.0,1.0,7,63.0
35.0,8,98.0,7.0,4.8932181837854625,4,49.0,0.29699504323830334,0,2.0,0.8771513531944045,4,49.0,0.00035415044035797666,0,0.0,0.9152559526216172,8,100.0
40.0,6,84.0,4.9411764705882355,4.999808577761165,1,43.0,0.2708579055393811,1,4.0,0.6437274919790711,4,69.0,0.0,0,0.0,0.949881578151325,6,116.0
45.0,8,104.0,5.2,6.54252395119852,1,16.0,0.5633686121033795,3,14.0,0.5422487330023127,4,91.0,0.27617015392754113,0,0.0,1.0,8,121.0
50.0,8,144.0,6.857142857142857,7.568403017280813,1,8.0,0.6616651569464543,3,29.0,0.3682497544965607,4,111.0,0.5320447448688183,0,0.0,0.9094869109888081,8,148.0
