step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,15.361475995586977,0,0.0,0.9645367143367605,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,13.868319850271485,0,0.0,0.8868748142595451,0,0.0,1.0,0,0.0,0.9676858349527192,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,13.025715098976386,0,0.0,0.9800403904622792,0,0.0,0.6665110996810901,0,0.0,0.9443389004662326,0,0.0,1.0,0,0.0
20.0,0,0.0,0.0,14.738833187774405,0,0.0,1.0,0,0.0,0.9693827992122112,0,0.0,1.0,0,0.0,0.9676858349527192,0,0.0
25.0,0,0.0,0.0,10.33317906617503,0,0.0,0.9797546459219107,0,0.0,0.5555925783927081,0,0.0,1.0,0,0.0,0.8828159027263556,0,0.0
30.0,2,5.0,0.625,8.13621182341599,0,0.0,0.964590068684316,1,4.0,0.3355672726869611,0,0.0,1.0,1,1.0,0.0028668321557162105,2,5.0
35.0,0,0.0,0.0,10.626942231863387,0,0.0,0.9326649689897607,0,2.0,0.6722950757363412,0,0.0,0.9851669930588123,0,0.0,1.0,0,2.0
40.0,1,2.0,0.14285714285714285,11.288745999218806,0,0.0,0.7276475941363396,1,2.0,0.7591168296920916,0,0.0,0.9646590457433316,0,0.0,1.0,1,2.0
45.0,0,0.0,0.0,9.514747680476868,0,0.0,0.5822231355225729,0,0.0,0.7853195496794925,0,0.0,0.10833422332212984,0,0.0,0.9633802928522335,0,0.0
50.0,3,12.0,0.9230769230769231,9.11781593889855,2,8.0,0.5640028617395381,0,0.0,0.549468576866205,1,6.0,0.48701355191580076,0,2.0,0.965885325714026,3,16.0
55.0,0,0.0,0.0,8.7543552193279,0,6.0,0.5692476182931926,0,0.0,0.6383990316945833,0,2.0,0.964708356761611,0,2.0,0.7281599255091215,0,10.0
60.0,2,8.0,0.5714285714285714,9.90490688095924,1,3.0,0.0003099467697251964,0,2.0,0.9443340800190702,0,2.0,0.5037010545322224,1,7.0,0.6493898756267115,2,14.0
65.0,0,0.0,0.0,10.478365606285028,0,0.0,1.0,0,2.0,0.8925588039322241,0,0.0,0.24327209008863176,0,2.0,0.6587961614419301,0,4.0
70.0,0,0.0,0.0,11.302095043886366,0,0.0,0.9460700712767632,0,2.0,0.4665774866625452,0,2.0,0.9452426523739577,0,0.0,0.9208039053507956,0,4.0
75.0,0,0.0,0.0,10.139843276033433,0,0.0,0.7906629389742047,0,1.0,0.19877835824629342,0,2.0,0.835063890859559,0,0.0,0.9777656523320174,0,3.0
80.0,2,3.0,0.2727272727272727,10.048085224556832,1,2.0,0.7150823678247434,0,0.0,1.0,1,3.0,0.4844303756833884,0,0.0,1.0,2,5.0
85.0,0,0.0,0.0,10.09763499959116,0,0.0,0.5410047692285821,0,0.0,1.0,0,0.0,0.9934304667219491,0,0.0,1.0,0,0.0
