step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,13.496836521140356,0,0.0,0.985851502831482,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,13.332614062189311,0,0.0,0.9672917586546155,0,0.0,1.0,0,0.0,0.9783246010512964,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,12.454863834739605,0,0.0,0.6541947717676909,0,0.0,0.9708600845442765,0,0.0,0.9529113029765238,0,0.0,1.0,0,0.0
20.0,1,4.0,0.4444444444444444,12.12554740707305,1,4.0,0.37046930481604107,0,0.0,0.9721907128155128,0,0.0,0.9486408456353187,0,0.0,0.995862785323434,1,4.0
25.0,0,0.0,0.0,7.469581634919917,0,1.0,0.18535091427096992,0,0.0,0.5850075344111325,0,0.0,0.42653090504235397,0,0.0,0.7761723729204016,0,1.0
30.0,4,10.0,0.7142857142857143,8.641528244667954,0,0.0,0.9849149865693624,1,2.0,0.6137847074017487,2,8.0,0.5761191800182793,1,2.0,0.4889758642924692,4,12.0
35.0,0,0.0,0.0,7.566587074055095,0,0.0,0.4236763752649548,0,0.0,0.5993317889713026,0,10.0,0.5247765378382553,0,0.0,0.8001396205109731,0,10.0
40.0,3,6.0,0.375,6.768690435175193,1,3.0,0.4438341331182892,1,1.0,0.0009626767017518712,0,2.0,0.24833666647106076,1,4.0,0.6021375713139017,3,10.0
45.0,1,1.0,0.05263157894736842,9.256523144169124,0,0.0,0.9599512363290033,0,0.0,1.0,1,1.0,0.30279499330346377,0,2.0,0.8704114158644258,1,3.0
50.0,4,13.0,0.65,8.999902981063173,0,0.0,0.954499682428331,0,0.0,0.973201413623918,3,13.0,0.38326378480084544,1,6.0,0.35892837815429357,4,19.0
