step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,14.13678356251812,0,0.0,1.0,0,0.0,0.9859290427635227,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,13.592558211916641,0,0.0,0.9354110229984022,0,0.0,0.9465100619630588,0,0.0,0.9736020273673279,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,13.723619540214932,0,0.0,0.9617900827107159,0,0.0,0.9696259581536033,0,0.0,0.9689259212132737,0,0.0,0.9949540365657557,0,0.0
20.0,0,0.0,0.0,10.80167937815901,0,0.0,0.7155219831841753,0,0.0,0.9614490947125487,0,0.0,0.4705593098200905,0,0.0,0.9378127719114333,0,0.0
25.0,3,9.0,1.125,7.215388881807201,2,4.0,0.022422908372735317,0,0.0,1.0,1,5.0,0.4524975911697278,0,0.0,0.9466522783743629,3,9.0
30.0,3,24.0,2.1818181818181817,8.11632575679817,2,14.0,0.3333333333333333,0,0.0,1.0,1,10.0,0.47918409581355736,0,0.0,0.9794218719319372,3,24.0
35.0,4,43.0,3.5833333333333335,8.603878045053438,2,24.0,0.30677168348669,0,2.0,0.9696468332587892,2,19.0,0.39582298848986913,0,0.0,1.0,4,45.0
40.0,3,31.0,2.3846153846153846,7.295448836153999,0,14.0,0.5546266948144435,0,2.0,0.9731839045382017,3,31.0,0.20006107764407072,0,0.0,1.0,3,47.0
45.0,6,53.0,3.533333333333333,7.664427567015725,1,2.0,0.6160147603481784,1,3.0,0.5013667975976782,4,52.0,0.4630377146802567,0,0.0,0.9829827227110468,6,57.0
