step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,12.667560515273031,0,0.0,0.9499031599506603,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,13.137088466996389,0,0.0,0.9430530176429741,0,0.0,0.9760560602618775,0,0.0,0.9792521388954513,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,11.867168772039923,0,0.0,0.8168564405393685,0,0.0,0.90534066109172,0,0.0,0.9744675006922568,0,0.0,1.0,0,0.0
20.0,2,5.0,0.4166666666666667,8.378559859601388,2,5.0,0.46542469082278864,0,0.0,0.9663953422317682,0,0.0,0.6549556947204326,0,0.0,0.9731767348516531,2,5.0
25.0,5,27.0,2.076923076923077,7.584555054903088,4,22.0,0.1996882100230764,0,0.0,0.9628925716364316,1,5.0,0.5567134036465614,0,0.0,0.9339821106975282,5,27.0
30.0,6,54.0,3.857142857142857,7.415947432471117,4,42.0,0.0,0,0.0,0.9532427888152856,2,12.0,0.5781637740381648,0,0.0,0.9442972996692507,6,54.0
35.0,6,84.0,4.9411764705882355,7.138844237088013,4,62.0,0.1887709942783521,0,0.0,0.6615793692716255,2,22.0,0.31736186002736555,0,0.0,0.947222798375397,6,84.0
40.0,7,118.0,5.9,8.098671560478461,4,82.0,0.41419905604051804,0,0.0,0.7997691131651736,3,36.0,0.23852095302271598,0,0.0,0.9942061446409349,7,118.0
45.0,8,155.0,7.380952380952381,7.708404805226552,5,104.0,0.2584762177641716,0,0.0,0.8737703083970667,3,51.0,0.36424701719837066,0,0.0,0.9532427888152856,8,155.0
50.0,8,195.0,8.863636363636363,7.349379582720422,5,129.0,0.25308459257618093,0,0.0,0.9094609738024303,3,66.0,0.32914922372087746,0,0.0,0.8296865032123324,8,195.0
55.0,9,240.0,11.428571428571429,6.447272491820597,5,154.0,0.14762461118002176,0,0.0,0.9105657455633202,4,86.0,0.346117473256064,0,0.0,0.8302621774529313,9,240.0
60.0,12,292.0,13.904761904761905,5.066973498689253,6,180.0,0.00018111337763230715,0,0.0,0.9339223068495828,6,112.0,0.29167021298274076,0,0.0,0.8734256522144597,12,292.0
65.0,12,352.0,14.666666666666666,5.808279939700534,6,210.0,0.1409860439933015,0,0.0,0.9938943363044892,6,142.0,0.018969249675127215,0,0.0,0.9179780032154364,12,352.0
70.0,13,415.0,17.291666666666668,5.660805491061743,6,240.0,0.13367148401049506,0,0.0,0.9624210949375323,7,175.0,9.283459177354205e-05,0,0.0,0.9741792413741748,13,415.0
75.0,13,480.0,20.0,5.715332724582281,6,270.0,0.0,0,0.0,0.9713011878206864,7,210.0,0.12461853149234682,0,0.0,0.9463803523183127,13,480.0
80.0,13,545.0,25.952380952380953,5.119084979067187,6,300.0,0.24685629465862935,0,0.0,1.0,7,245.0,0.11823272771477804,0,0.0,0.9568323895418485,13,545.0
85.0,13,610.0,32.10526315789474,4.438522095322126,6,330.0,0.23993236459471784,0,0.0,1.0,7,280.0,0.0,0,0.0,0.9966457784152831,13,610.0
90.0,13,675.0,29.347826086956523,5.737572820175743,6,360.0,0.312963439442993,0,0.0,0.9079644768254854,7,315.0,0.27568625521203305,0,0.0,1.0,13,675.0
95.0,13,740.0,29.6,5.19270839702987,6,390.0,0.37251684918171846,0,0.0,0.9571397600861107,7,350.0,0.1848597795422817,0,0.0,1.0,13,740.0
100.0,16,813.0,33.875,4.138539009330893,7,421.0,0.1832699523054517,0,0.0,0.9725288705257994,9,392.0,0.23924032817620886,0,0.0,0.9506786525058779,16,813.0
105.0,17,895.0,35.8,3.89073678444038,8,458.0,3.957343155474291e-05,0,0.0,1.0,9,437.0,0.2523164893643083,0,0.0,0.9328313111347658,17,895.0
110.0,18,984.0,41.0,2.835807846548986,8,498.0,0.0,0,0.0,1.0,10,486.0,0.16800212782388055,0,0.0,0.9346683888178031,18,984.0
115.0,19,1078.0,43.12,3.197335775727562,8,538.0,0.10676692786033484,0,0.0,0.9850904787349517,11,540.0,4.6275263320793614e-06,0,0.0,0.9849595993836024,19,1078.0
120.0,19,1173.0,41.892857142857146,4.344281969503222,8,578.0,0.2555547940499751,0,0.0,0.9790340438665589,11,595.0,0.0,0,0.0,1.0,19,1173.0
125.0,19,1268.0,39.625,5.01710459478079,8,618.0,0.30037045335310186,0,0.0,0.8645323649268292,11,650.0,0.08331099104097008,0,0.0,0.9648832342319713,19,1268.0
130.0,20,1368.0,44.12903225806452,3.8438418725467645,9,663.0,0.1545201206861974,0,0.0,0.927888041509177,11,705.0,0.08151446602333216,0,0.0,0.9469329230899399,20,1368.0
135.0,22,1477.0,46.15625,4.129576060719498,11,717.0,0.08197748825686905,0,0.0,0.9163555617770183,11,760.0,0.14477677941475314,0,0.0,0.9938866950421595,22,1477.0
140.0,23,1588.0,45.371428571428574,4.564360413519377,12,773.0,0.07602427550778676,0,0.0,0.9359880901041363,11,815.0,0.202076623790607,0,0.0,0.9447156521529417,23,1588.0
145.0,23,1703.0,48.65714285714286,4.11398644724777,12,833.0,0.1423593739364353,0,0.0,0.9322253804921313,11,870.0,0.13961399566005547,0,0.0,0.9238751828949164,23,1703.0
