step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,B_stopped,B_accumulated_waiting_time,B_average_speed,E_stopped,E_accumulated_waiting_time,E_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
915.0,185,75713.0,407.05913978494624,0.07613986355413789,31,9528.0,0.0,78,46867.0,0.0,109,56395.0
920.0,185,76638.0,412.03225806451616,0.04247874268330634,31,9683.0,0.0,78,47257.0,0.0,109,56940.0
925.0,186,77564.0,414.7807486631016,0.0808721252452191,31,9838.0,0.0,78,47647.0,0.0,109,57485.0
930.0,187,78496.0,419.7647058823529,0.00014996431758499648,32,9995.0,5.689641918004236e-05,78,48037.0,0.0,110,58032.0
935.0,187,79431.0,424.7647058823529,0.0,32,10155.0,0.0,78,48427.0,0.0,110,58582.0
940.0,187,80366.0,429.7647058823529,0.0,32,10315.0,0.0,78,48817.0,0.0,110,59132.0
945.0,187,81301.0,434.7647058823529,0.0,32,10475.0,0.0,78,49207.0,0.0,110,59682.0
950.0,187,82236.0,437.4255319148936,0.007277985771578004,32,10635.0,0.0,78,49597.0,0.0,110,60232.0
955.0,187,83171.0,442.3989361702128,0.055563669724568235,32,10795.0,0.0,78,49987.0,0.0,110,60782.0
960.0,187,84106.0,447.3723404255319,0.01153322893237585,32,10955.0,0.0,78,50377.0,0.0,110,61332.0
965.0,188,85045.0,452.3670212765957,0.0,32,11115.0,0.0,78,50767.0,0.0,110,61882.0
970.0,188,85985.0,457.3670212765957,0.0,32,11275.0,0.0,78,51157.0,0.0,110,62432.0
975.0,188,86925.0,459.92063492063494,0.03347929672636191,32,11435.0,0.0,78,51547.0,0.0,110,62982.0
980.0,188,87865.0,462.44736842105266,0.09473191755360934,32,11595.0,0.0,78,51937.0,0.0,110,63532.0
985.0,189,88805.0,464.9476439790576,0.06363566875897095,32,11755.0,0.0,78,52327.0,0.0,110,64082.0
990.0,190,89750.0,467.4479166666667,0.07448000479329975,32,11915.0,0.0,78,52717.0,0.0,110,64632.0
995.0,190,90700.0,472.3958333333333,0.08498034296041841,32,12075.0,0.0,78,53107.0,0.0,110,65182.0
1000.0,191,91654.0,474.8911917098446,0.030266935052887998,32,12235.0,0.0,78,53497.0,0.0,110,65732.0
1005.0,192,92614.0,477.3917525773196,0.06959302360732011,32,12395.0,0.0,78,53887.0,0.0,110,66282.0
1010.0,193,93577.0,482.3556701030928,0.06277702537460111,32,12555.0,0.0,78,54277.0,0.01249055500726947,110,66832.0
1015.0,193,94542.0,487.3298969072165,0.02544945196693798,32,12715.0,0.0,78,54667.0,0.0,110,67382.0
1020.0,193,95507.0,492.3041237113402,0.058384056068314955,32,12875.0,0.027817631215957178,78,55057.0,0.0,110,67932.0
1025.0,193,96472.0,497.2783505154639,0.03527556336317059,32,13035.0,0.01680737308527545,78,55447.0,0.0,110,68482.0
1030.0,193,97437.0,502.2525773195876,0.05806325469181591,32,13195.0,0.0,78,55834.0,0.0,110,69029.0
1035.0,193,98402.0,504.625641025641,0.0789404438790903,32,13355.0,0.0,78,56219.0,0.0,110,69574.0
1040.0,193,99367.0,506.9744897959184,0.10486877914137988,32,13515.0,0.0,78,56597.0,0.0,110,70112.0
1045.0,192,99902.0,504.55555555555554,0.2092379015715257,30,13302.0,0.005068253333079413,78,56972.0,0.012620112637977908,108,70274.0
1050.0,192,100862.0,506.84422110552765,0.29053764908330854,30,13197.0,0.0,78,57347.0,0.0,108,70544.0
1055.0,195,101832.0,511.7185929648241,0.20787661224332438,30,13347.0,0.0,78,57720.0,0.012548412465848098,108,71067.0
1060.0,195,102807.0,514.035,0.2837217775828822,30,13497.0,0.0,78,58090.0,0.0,108,71587.0
1065.0,197,103783.0,524.1565656565657,0.07534183427544847,30,13647.0,0.0,78,58452.0,0.01209198059300221,108,72099.0
1070.0,196,104763.0,529.1060606060606,0.136021962094659,30,13797.0,0.0,78,58807.0,0.0,108,72604.0
1075.0,196,105743.0,536.7664974619289,0.07068604705951734,30,13947.0,0.0,78,59158.0,0.0,108,73105.0
1080.0,197,106723.0,536.2964824120603,0.11313864703598617,30,14097.0,0.0,78,59504.0,0.0,108,73601.0
1085.0,197,107703.0,541.2211055276382,0.12379098753700396,30,14247.0,0.0,78,59850.0,0.012546299957646605,108,74097.0
1090.0,196,108683.0,543.415,0.21375961626130993,30,14397.0,0.0,78,60195.0,0.0,108,74592.0
1095.0,197,109664.0,548.32,0.11294139833450499,30,14547.0,0.0,78,60531.0,0.0,108,75078.0
