step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
58820.0,23,487.0,8.254237288135593,2.7945036252529403,23,989.0,0.09908491737204729,23,989.0
58825.0,20,453.0,7.190476190476191,3.6444136637272124,20,978.0,0.18255236104154007,20,978.0
58830.0,18,482.0,7.650793650793651,3.7261984608051204,18,987.0,0.16696749166986483,18,987.0
58835.0,20,210.0,3.28125,3.6017419237383113,20,894.0,0.13045625258340418,20,894.0
58840.0,19,130.0,2.2033898305084745,3.1486287560698156,19,758.0,0.12841843252419258,19,758.0
58845.0,26,207.0,3.5084745762711864,2.9763086959851512,26,843.0,0.13074662365966608,26,843.0
58850.0,24,283.0,4.716666666666667,3.027203276441495,24,894.0,0.11106840743716635,24,894.0
58855.0,19,240.0,4.067796610169491,3.0774922430550866,19,867.0,0.11197181173975324,19,867.0
58860.0,20,212.0,3.212121212121212,4.403178316780286,20,772.0,0.22585271040957863,20,772.0
58865.0,18,190.0,3.1147540983606556,4.19638473069208,18,836.0,0.22805120614035418,18,836.0
58870.0,19,217.0,3.4444444444444446,3.5107541563536824,19,862.0,0.15308730342032945,19,862.0
58875.0,19,143.0,2.306451612903226,3.2580518062102657,19,812.0,0.11391046722526245,19,812.0
58880.0,21,160.0,2.711864406779661,3.1784762695925832,21,739.0,0.11490876484308252,21,739.0
58885.0,24,234.0,4.0344827586206895,3.264076537615656,24,783.0,0.12452307768217193,24,783.0
58890.0,24,310.0,5.43859649122807,3.113169156688054,24,837.0,0.10168908505175894,24,837.0
58895.0,17,266.0,4.222222222222222,4.004990595860495,17,798.0,0.18328013859681466,17,798.0
58900.0,18,213.0,3.610169491525424,3.867098661476591,18,619.0,0.180526728102041,18,619.0
58905.0,16,165.0,2.7966101694915255,3.5164639932758526,16,663.0,0.1576192346171035,16,663.0
58910.0,17,197.0,3.3389830508474576,3.4082543687061744,17,685.0,0.12979819236498757,17,685.0
58915.0,20,275.0,4.824561403508772,3.9783517275733224,20,714.0,0.11466967954507715,20,714.0
58920.0,22,273.0,4.875,3.506048727868822,22,721.0,0.15132542201236282,22,721.0
58925.0,27,392.0,7.538461538461538,2.8280533786457696,27,842.0,0.12392472371931941,27,842.0
58930.0,29,491.0,8.183333333333334,3.464115971049515,29,955.0,0.2204510007865766,29,955.0
58935.0,26,581.0,9.222222222222221,3.5523284672996773,26,1045.0,0.20062036628796984,26,1045.0
58940.0,24,528.0,8.123076923076923,2.5393819497188006,24,1038.0,0.09991870685637406,24,1038.0
58945.0,26,497.0,7.765625,2.5448407530222372,26,963.0,0.09959638878665139,26,963.0
58950.0,25,476.0,7.555555555555555,2.5057068564595975,25,1054.0,0.08766504059089196,25,1054.0
58955.0,26,540.0,8.181818181818182,3.0261060812205365,26,1115.0,0.11439057624338327,26,1115.0
58960.0,27,295.0,4.609375,2.321402843864055,27,1086.0,0.0780041823876183,27,1086.0
58965.0,25,215.0,3.359375,3.2621802045403023,25,979.0,0.1457627981742167,25,979.0
58970.0,27,298.0,4.584615384615384,3.4212317263205194,27,1055.0,0.15220103227038656,27,1055.0
58975.0,27,373.0,5.651515151515151,2.883886206169423,27,1111.0,0.09064871314848126,27,1111.0
58980.0,26,330.0,5.15625,2.9403307684057705,26,1102.0,0.1091549532871702,26,1102.0
58985.0,25,296.0,4.774193548387097,3.18413200190452,25,1001.0,0.11113039751749405,25,1001.0
58990.0,20,269.0,4.409836065573771,3.5149472730026603,20,983.0,0.13681786132411916,20,983.0
58995.0,19,308.0,5.133333333333334,3.664978740448305,19,994.0,0.13400636776836294,19,994.0
59000.0,16,242.0,4.172413793103448,2.8437875435451385,16,966.0,0.08722000114255177,16,966.0
59005.0,24,246.0,3.9047619047619047,3.8172987715542246,24,912.0,0.2008438841625563,24,912.0
59010.0,24,318.0,5.213114754098361,3.434465387819501,24,987.0,0.17116046708314273,24,987.0
59015.0,25,392.0,6.125,2.7946824781733577,25,1029.0,0.10760345958098871,25,1029.0
59020.0,26,388.0,6.158730158730159,2.462756829571644,26,1040.0,0.08692623123505062,26,1040.0
59025.0,25,382.0,6.063492063492063,2.9330752345408198,25,900.0,0.11201399598554132,25,900.0
59030.0,23,373.0,6.114754098360656,3.066347680405679,23,962.0,0.11621611715036305,23,962.0
59035.0,24,437.0,7.048387096774194,3.346661131968419,24,953.0,0.1085686006796809,24,953.0
59040.0,25,509.0,7.953125,4.596935653547892,25,1000.0,0.1940932311762609,25,1000.0
59045.0,21,343.0,5.622950819672131,3.873881137732214,21,918.0,0.19102528651468506,21,918.0
59050.0,31,470.0,8.10344827586207,2.869679709924645,31,989.0,0.13336823610278298,31,989.0
59055.0,32,591.0,9.85,2.242231798819911,32,1117.0,0.09777770235020317,32,1117.0
59060.0,30,693.0,11.360655737704919,2.3426122624572128,30,1208.0,0.07670024459850687,30,1208.0
59065.0,26,537.0,8.390625,2.8423599063232245,26,1179.0,0.10130197251941428,26,1179.0
59070.0,25,488.0,7.870967741935484,2.857042113246504,25,1078.0,0.09419442381318191,25,1078.0
59075.0,25,568.0,8.477611940298507,4.020921313070882,25,1098.0,0.19554042343042094,25,1098.0
59080.0,24,643.0,9.742424242424242,4.068365049666974,24,1125.0,0.1779225412104523,24,1125.0
59085.0,21,441.0,6.681818181818182,3.344028549144618,21,1064.0,0.14321911700748158,21,1064.0
59090.0,25,254.0,4.031746031746032,3.067187776123259,25,872.0,0.10838943709145424,25,872.0
59095.0,20,158.0,2.5901639344262297,3.128630742940058,20,849.0,0.11078052854702296,20,849.0
59100.0,21,193.0,3.0634920634920637,3.48986088343723,21,878.0,0.13174121142133288,21,878.0
59105.0,21,267.0,4.45,3.928388383600124,21,909.0,0.1147111733238103,21,909.0
59110.0,19,284.0,4.369230769230769,4.560354674204884,19,891.0,0.21330625344307194,19,891.0
59115.0,18,329.0,5.672413793103448,4.452585638274637,18,795.0,0.21063926488647458,18,795.0
59120.0,19,360.0,6.0,3.246433939351943,19,860.0,0.12259263426900957,19,860.0
59125.0,22,419.0,6.758064516129032,3.533886473887947,22,895.0,0.1353412679836511,22,895.0
59130.0,20,267.0,4.377049180327869,2.81286261399455,20,858.0,0.09030436847715675,20,858.0
59135.0,23,245.0,4.016393442622951,3.4243075148941013,23,772.0,0.1257387853778291,23,772.0
59140.0,27,325.0,5.603448275862069,2.5989281458939684,27,865.0,0.09402107653218544,27,865.0
59145.0,27,402.0,6.380952380952381,3.7258928178527317,27,937.0,0.1841887148339271,27,937.0
59150.0,23,373.0,5.651515151515151,3.6585087614008165,23,944.0,0.17814636563790673,23,944.0
59155.0,24,336.0,5.333333333333333,3.171964219993164,24,876.0,0.134772468693088,24,876.0
59160.0,23,319.0,5.063492063492063,3.3492063640227494,23,877.0,0.12617701619298013,23,877.0
59165.0,23,370.0,5.967741935483871,3.293911139800398,23,919.0,0.10904265821504225,23,919.0
59170.0,24,262.0,4.225806451612903,3.025220450539048,24,857.0,0.11004969589630605,24,857.0
59175.0,28,373.0,6.431034482758621,2.266257164702376,28,971.0,0.0844047503591819,28,971.0
59180.0,30,470.0,8.24561403508772,2.2420015329466123,30,1070.0,0.07386629395191013,30,1070.0
59185.0,27,560.0,9.180327868852459,3.33343964521988,27,1126.0,0.17084258978366992,27,1126.0
59190.0,23,391.0,6.2063492063492065,3.1378625605999098,23,1074.0,0.11535430859387759,23,1074.0
59195.0,24,363.0,5.854838709677419,3.192206225078783,24,970.0,0.1294209810197171,24,970.0
59200.0,26,444.0,7.4,2.699822110924293,26,1051.0,0.0944217120646837,26,1051.0
59205.0,28,528.0,8.516129032258064,3.0296554794215536,28,1103.0,0.12212675406082298,28,1103.0
59210.0,23,406.0,6.766666666666667,2.7465500120060367,23,1064.0,0.10373790507282471,23,1064.0
59215.0,22,275.0,4.583333333333333,3.2929687153944753,22,949.0,0.11420498781338483,22,949.0
59220.0,20,195.0,3.046875,4.0947559101991935,20,1001.0,0.22185936791962574,20,1001.0
59225.0,19,222.0,3.46875,3.832441375388994,19,1005.0,0.19131946013256979,19,1005.0
59230.0,21,290.0,4.461538461538462,3.8212333714988524,21,1000.0,0.1372201174121818,21,1000.0
59235.0,24,220.0,3.492063492063492,3.286966643763306,24,993.0,0.13598930547598653,24,993.0
59240.0,24,244.0,4.280701754385965,3.3453440352962276,24,929.0,0.1478995181584167,24,929.0
59245.0,25,244.0,4.0,3.3073561225836587,25,891.0,0.12218456811571674,25,891.0
59250.0,29,276.0,4.6,2.8147259631244608,29,805.0,0.09468971538050336,29,805.0
59255.0,29,247.0,3.8,3.227506940264486,29,893.0,0.1440734551965542,29,893.0
59260.0,29,248.0,3.875,3.630426438634699,29,909.0,0.14507579776975194,29,909.0
59265.0,30,289.0,4.661290322580645,3.926685207138906,30,956.0,0.13933040672600247,30,956.0
59270.0,27,345.0,5.948275862068965,4.725253806123775,27,1023.0,0.17990580509078352,27,1023.0
59275.0,19,322.0,6.313725490196078,4.1606713317305095,19,1000.0,0.20772054121344605,19,1000.0
59280.0,20,333.0,6.166666666666667,4.527711620466377,20,841.0,0.20724161305217378,20,841.0
59285.0,18,330.0,6.111111111111111,3.8640332695411406,18,895.0,0.17359714050196012,18,895.0
59290.0,18,371.0,5.796875,4.991283356048017,18,904.0,0.2692614043400069,18,904.0
59295.0,15,234.0,3.7142857142857144,4.352456181149131,15,836.0,0.21785959280593842,15,836.0
59300.0,21,254.0,4.233333333333333,3.353194687788105,21,786.0,0.1365385141490577,21,786.0
59305.0,24,333.0,5.6440677966101696,2.889263719168921,24,828.0,0.10753427662436885,24,828.0
59310.0,27,419.0,7.101694915254237,2.8776285794615393,27,869.0,0.10419808294740932,27,869.0
59315.0,22,398.0,6.524590163934426,3.0652288650419774,22,856.0,0.11652139565771441,22,856.0
59320.0,21,371.0,6.396551724137931,2.895575704191912,21,789.0,0.10391362998136458,21,789.0
59325.0,20,368.0,6.133333333333334,3.567164035103315,20,839.0,0.17149758462591025,20,839.0
59330.0,19,415.0,6.693548387096774,3.9972041199786634,19,833.0,0.18426627405420462,19,833.0
59335.0,20,220.0,3.6065573770491803,3.0756909650152515,20,725.0,0.11398213442302055,20,725.0
59340.0,30,337.0,5.616666666666666,2.398519215294543,30,792.0,0.09539657427113359,30,792.0
59345.0,30,440.0,7.586206896551724,2.138153614636724,30,904.0,0.08625431568416596,30,904.0
59350.0,28,528.0,8.8,2.7085453831937683,28,980.0,0.11898052055187672,28,980.0
59355.0,26,636.0,10.426229508196721,3.990557803207319,26,1039.0,0.12060607647906631,26,1039.0
59360.0,21,577.0,9.948275862068966,3.1136572299470044,21,1030.0,0.1210870341071479,21,1030.0
59365.0,21,533.0,8.596774193548388,4.736993106880463,21,941.0,0.2521364705271217,21,941.0
59370.0,20,498.0,7.904761904761905,3.8309629133914154,20,1010.0,0.19276597480998892,20,1010.0
59375.0,25,554.0,8.523076923076923,3.338102586675916,25,1060.0,0.15050836900702064,25,1060.0
59380.0,21,235.0,3.671875,2.734097945763345,21,991.0,0.09501795050836671,21,991.0
59385.0,21,158.0,2.46875,3.3668745794772024,21,830.0,0.14084696162621912,21,830.0
59390.0,24,235.0,3.8524590163934427,2.8793170296883783,24,868.0,0.10034619317987345,24,868.0
59395.0,27,325.0,5.508474576271187,2.389737090235375,27,938.0,0.08959663563028303,27,938.0
59400.0,21,297.0,4.569230769230769,3.4586389099728554,21,919.0,0.1667227945976019,21,919.0
59405.0,23,261.0,4.142857142857143,3.7018450422919305,23,838.0,0.16381587735018968,23,838.0
59410.0,17,223.0,3.596774193548387,3.220157635371109,17,818.0,0.14458675341557686,17,818.0
59415.0,21,271.0,4.442622950819672,3.2834380276678883,21,847.0,0.13248432824649262,21,847.0
59420.0,20,186.0,3.1,2.584650137733978,20,805.0,0.08282144700771067,20,805.0
59425.0,25,245.0,4.224137931034483,2.6452749197566847,25,769.0,0.12030358702000964,25,769.0
59430.0,29,327.0,5.637931034482759,2.6659046981514027,29,847.0,0.07363603757665106,29,847.0
59435.0,27,399.0,6.045454545454546,3.792245320131495,27,897.0,0.17897905757561178,27,897.0
59440.0,20,340.0,5.396825396825397,3.8327900108124915,20,893.0,0.19368810810322973,20,893.0
59445.0,20,292.0,4.709677419354839,3.2782768755112377,20,808.0,0.14417361875171605,20,808.0
59450.0,19,265.0,4.416666666666667,3.026112700704911,19,856.0,0.11293933316125083,19,856.0
59455.0,20,324.0,5.491525423728813,3.2876355060157714,20,870.0,0.12903065640781317,20,870.0
59460.0,19,203.0,3.3833333333333333,3.1297336092378742,19,785.0,0.11744103069501367,19,785.0
59465.0,27,314.0,5.508771929824562,2.2102692893570524,27,877.0,0.07534624684925534,27,877.0
59470.0,27,407.0,6.672131147540983,2.916256048858582,27,972.0,0.15741305403827469,27,972.0
59475.0,28,495.0,7.983870967741935,3.314466643402888,28,1022.0,0.16425476038688303,28,1022.0
59480.0,23,480.0,7.741935483870968,2.386998913401494,23,1031.0,0.07683100581612089,23,1031.0
59485.0,26,468.0,7.548387096774194,2.711022371507957,26,911.0,0.09516948647774781,26,911.0
59490.0,22,450.0,7.5,2.8065540056006246,22,981.0,0.11345062741957189,22,981.0
59495.0,21,479.0,7.852459016393443,3.309317611744535,21,994.0,0.13900658561986778,21,994.0
59500.0,17,177.0,3.0,3.2126145405725066,17,897.0,0.1102199971619945,17,897.0
59505.0,19,100.0,1.6129032258064515,4.31791531702198,19,748.0,0.2143096702592846,19,748.0
59510.0,22,164.0,2.6885245901639343,4.074235546030729,22,805.0,0.21019812350573525,22,805.0
59515.0,21,232.0,3.8666666666666667,3.2136871485742673,21,833.0,0.14290507859209634,21,833.0
59520.0,22,221.0,3.507936507936508,3.1263384432203223,22,816.0,0.11857901778220235,22,816.0
59525.0,25,223.0,3.716666666666667,2.797108743280759,25,766.0,0.09895507122765318,25,766.0
59530.0,24,227.0,3.783333333333333,2.8301884891618974,24,835.0,0.1251923837411897,24,835.0
59535.0,21,276.0,4.524590163934426,3.114507539905354,21,862.0,0.12232407544594513,21,862.0
59540.0,23,359.0,5.983333333333333,3.6385481531657047,23,891.0,0.09773466272092556,23,891.0
59545.0,21,257.0,4.079365079365079,4.289662348083518,21,861.0,0.2165902460755966,21,861.0
59550.0,22,266.0,4.586206896551724,4.240339295328013,22,771.0,0.19982333979042913,22,771.0
59555.0,26,278.0,4.557377049180328,3.2877335411096436,26,748.0,0.12719106919313344,26,748.0
59560.0,33,322.0,5.366666666666666,2.4771215596558003,33,731.0,0.07725146131172235,33,731.0
59565.0,31,317.0,5.112903225806452,2.723001140782318,31,765.0,0.09454256659513273,31,765.0
59570.0,30,321.0,5.262295081967213,3.2102628118989562,30,816.0,0.09988454825319167,30,816.0
59575.0,30,384.0,6.7368421052631575,3.782898494901347,30,855.0,0.09569242461917302,30,855.0
59580.0,24,420.0,6.885245901639344,5.951477809274484,24,898.0,0.2839065343848602,24,898.0
59585.0,15,384.0,7.111111111111111,5.478029301506306,15,898.0,0.3109976061317981,15,898.0
59590.0,20,397.0,6.964912280701754,4.470629170160758,20,859.0,0.20746775342180582,20,859.0
59595.0,21,450.0,7.894736842105263,3.5386186467417073,21,876.0,0.15237821210541844,21,876.0
59600.0,20,512.0,8.827586206896552,3.573268927384793,20,883.0,0.13287888998119962,20,883.0
59605.0,20,405.0,6.75,3.2375367858799624,20,817.0,0.12866312905595864,20,817.0
59610.0,27,523.0,9.017241379310345,2.541425149304965,27,916.0,0.084446141950981,27,916.0
59615.0,27,616.0,10.098360655737705,3.2654493236310542,27,1003.0,0.16409197789280308,27,1003.0
59620.0,25,696.0,11.6,3.1236553769768323,25,1041.0,0.1505930925177907,25,1041.0
59625.0,27,393.0,6.238095238095238,2.74713133285322,27,951.0,0.11402631698009905,27,951.0
59630.0,21,329.0,5.306451612903226,3.458047228436348,21,756.0,0.1341244612241374,21,756.0
59635.0,24,396.0,6.711864406779661,2.761827563463386,24,818.0,0.08289078360009293,24,818.0
59640.0,28,470.0,7.833333333333333,2.949064521872316,28,846.0,0.10853966901809939,28,846.0
59645.0,21,331.0,5.610169491525424,2.5173156386026667,21,842.0,0.0777254386657045,21,842.0
59650.0,20,193.0,2.9692307692307693,3.8787657833082854,20,742.0,0.20412957375656904,20,742.0
59655.0,20,181.0,2.873015873015873,4.006988455703997,20,735.0,0.20870776265335403,20,735.0
59660.0,18,216.0,3.4285714285714284,3.577295983931883,18,723.0,0.14254435832299378,18,723.0
59665.0,27,300.0,4.838709677419355,3.9093581873543277,27,792.0,0.12840794365175584,27,792.0
59670.0,24,207.0,3.5084745762711864,3.053685460721895,24,783.0,0.1257720309029297,24,783.0
59675.0,23,237.0,4.232142857142857,3.8711728412415267,23,713.0,0.19026977944446552,23,713.0
59680.0,26,323.0,5.568965517241379,3.055255550212006,26,809.0,0.12040121593335402,26,809.0
59685.0,27,405.0,6.639344262295082,3.494141421200593,27,859.0,0.1533652835164807,27,859.0
59690.0,22,310.0,4.920634920634921,3.6038785774809794,22,842.0,0.16877736473875357,22,842.0
59695.0,19,226.0,3.7666666666666666,2.9916869594724074,19,724.0,0.1281656618040403,19,724.0
59700.0,21,234.0,3.8360655737704916,3.1406393076432435,21,769.0,0.12839424913510789,21,769.0
59705.0,22,284.0,4.655737704918033,2.9256698594305264,22,803.0,0.09913315175390076,22,803.0
59710.0,23,371.0,6.081967213114754,3.7286468604144516,23,837.0,0.12711874959308364,23,837.0
59715.0,19,281.0,4.844827586206897,3.516245582964738,19,818.0,0.14674866474659184,19,818.0
59720.0,22,320.0,5.925925925925926,3.563827545132097,22,768.0,0.14351185967359295,22,768.0
59725.0,25,405.0,6.532258064516129,4.149747954469805,25,833.0,0.21417505864705194,25,833.0
59730.0,23,484.0,8.066666666666666,4.1285252759713185,23,876.0,0.1974734805342984,23,876.0
59735.0,20,386.0,6.03125,3.240408786711868,20,834.0,0.1254368772957275,20,834.0
59740.0,20,307.0,5.032786885245901,3.247590872269173,20,706.0,0.12627166619011237,20,706.0
59745.0,18,299.0,4.983333333333333,3.5428384054416466,18,710.0,0.1544766245379405,18,710.0
59750.0,19,355.0,5.916666666666667,3.5112946434744448,19,758.0,0.1463154037378193,19,758.0
59755.0,16,212.0,3.593220338983051,3.2584259567339946,16,653.0,0.1037627484178464,16,653.0
59760.0,25,319.0,5.145161290322581,3.48559451848964,25,723.0,0.16230376920732126,25,723.0
59765.0,26,410.0,6.9491525423728815,2.765456166726644,26,823.0,0.1292082643759063,26,823.0
59770.0,27,508.0,8.466666666666667,2.720648192947272,27,901.0,0.12428139286762219,27,901.0
59775.0,21,455.0,7.222222222222222,2.879756825559772,21,887.0,0.10266819376761754,21,887.0
59780.0,20,411.0,6.966101694915254,3.0103884919199184,20,778.0,0.11118712680015974,20,778.0
59785.0,21,427.0,7.116666666666666,3.243314498069229,21,783.0,0.1334158161282445,21,783.0
59790.0,22,494.0,8.233333333333333,3.0855311045937763,22,842.0,0.11383504374358182,22,842.0
59795.0,24,576.0,8.861538461538462,4.605482221778249,24,906.0,0.2038941368477275,24,906.0
59800.0,18,266.0,4.222222222222222,4.326732680115112,18,832.0,0.22338207595582368,18,832.0
59805.0,21,228.0,3.737704918032787,4.0938501476192695,21,669.0,0.1817069225396038,21,669.0
59810.0,26,310.0,5.081967213114754,3.210308955908866,26,700.0,0.12602935714699104,26,700.0
59815.0,28,400.0,6.557377049180328,3.09679619640145,28,779.0,0.09098574947082241,28,779.0
59820.0,20,300.0,4.838709677419355,3.5635523620119476,20,738.0,0.12946112257748782,20,738.0
59825.0,17,184.0,3.1724137931034484,3.236762939585926,17,572.0,0.11756468561067451,17,572.0
59830.0,18,189.0,3.0483870967741935,4.012380935744748,18,625.0,0.199508799689667,18,625.0
59835.0,17,241.0,3.8870967741935485,3.8318977601994235,17,659.0,0.17378639249454494,17,659.0
59840.0,20,324.0,5.311475409836065,3.6493494704021603,20,705.0,0.11214652958894725,20,705.0
59845.0,20,353.0,5.786885245901639,3.589487895912202,20,705.0,0.1512578688896196,20,705.0
59850.0,22,397.0,7.218181818181818,3.5645234349661723,22,652.0,0.16713153227368008,22,652.0
59855.0,23,455.0,7.711864406779661,3.388210516393889,23,688.0,0.16445802510899804,23,688.0
59860.0,22,519.0,8.65,3.438885748460057,22,759.0,0.13199454528553586,22,759.0
59865.0,21,298.0,4.65625,3.7085766535135387,21,695.0,0.17284699317031957,21,695.0
59870.0,20,283.0,4.492063492063492,4.016178782814093,20,585.0,0.21714256651699088,20,585.0
59875.0,22,340.0,5.483870967741935,3.5649616642561055,22,609.0,0.14555519474016834,22,609.0
59880.0,27,412.0,6.5396825396825395,3.0490676032689374,27,673.0,0.09942336267282702,27,673.0
59885.0,25,514.0,8.566666666666666,3.703109066854871,25,757.0,0.11795932053493308,25,757.0
59890.0,20,421.0,6.901639344262295,4.014597237437194,20,750.0,0.1758638676829535,20,750.0
59895.0,17,357.0,6.490909090909091,4.007215835410825,17,664.0,0.17779507452755153,17,664.0
59900.0,19,399.0,7.125,3.062960133449122,19,715.0,0.11968323941573869,19,715.0
59905.0,21,460.0,7.301587301587301,4.259786045927843,21,767.0,0.20512335688404448,21,767.0
59910.0,19,273.0,4.475409836065574,3.6005136541464764,19,654.0,0.16797348383306202,19,654.0
59915.0,28,381.0,6.245901639344262,2.6068667357170967,28,710.0,0.09434834693731402,28,710.0
59920.0,29,488.0,8.271186440677965,2.3913435965184777,29,825.0,0.09177744184332294,29,825.0
59925.0,26,574.0,9.728813559322035,2.642892166860935,26,889.0,0.10822343766537451,26,889.0
59930.0,23,371.0,6.081967213114754,2.8591101390099976,23,861.0,0.10913627268865883,23,861.0
59935.0,24,403.0,6.716666666666667,3.182455680885616,24,767.0,0.10618484886412344,24,767.0
59940.0,27,484.0,7.5625,3.753961009871701,27,859.0,0.19291603905565702,27,859.0
59945.0,25,558.0,8.857142857142858,3.6773715607185737,25,914.0,0.19288198875467605,25,914.0
59950.0,21,370.0,5.6923076923076925,3.234922416728363,21,861.0,0.12812534998342884,21,861.0
59955.0,22,185.0,3.0327868852459017,3.1295944424628255,22,724.0,0.13243174710401134,22,724.0
59960.0,20,174.0,2.9491525423728815,3.0759168714523084,20,710.0,0.1229779247575835,20,710.0
59965.0,23,237.0,3.8225806451612905,3.642372421076579,23,740.0,0.13579190437900898,23,740.0
59970.0,23,294.0,4.9,2.503661853602672,23,817.0,0.07021251379412287,23,817.0
59975.0,29,420.0,6.5625,2.8355860120289456,29,947.0,0.14736546442756315,29,947.0
59980.0,30,529.0,8.672131147540984,2.297467980432312,30,1061.0,0.13271931937139764,30,1061.0
59985.0,29,629.0,9.676923076923076,2.4279271561903797,29,1144.0,0.10603767115640995,29,1144.0
59990.0,29,485.0,7.348484848484849,2.377005403788666,29,1163.0,0.0859162259227418,29,1163.0
59995.0,27,489.0,7.640625,2.541874431250637,27,1085.0,0.08911117024075355,27,1085.0
60000.0,30,585.0,9.140625,2.6662320737753786,30,1150.0,0.09081473107161674,30,1150.0
60005.0,29,675.0,10.714285714285714,2.723454209382411,29,1203.0,0.0676486795892823,29,1203.0
60010.0,26,500.0,7.246376811594203,3.7175751733075084,26,1151.0,0.18382100743181404,26,1151.0
60015.0,18,225.0,3.3582089552238807,3.9270494536127747,18,948.0,0.19541665993906185,18,948.0
60020.0,18,150.0,2.34375,3.057710328109727,18,996.0,0.1368539674251822,18,996.0
60025.0,25,197.0,2.9402985074626864,2.9914649309151127,25,1008.0,0.10402548816659528,25,1008.0
60030.0,25,248.0,3.8153846153846156,2.411647422247683,25,982.0,0.07441461284689972,25,982.0
60035.0,23,294.0,4.59375,2.877912703436281,23,852.0,0.11997515450027704,23,852.0
60040.0,19,340.0,5.483870967741935,2.9257403244941007,19,885.0,0.11792281338385935,19,885.0
60045.0,23,399.0,6.045454545454546,3.80372548205342,23,888.0,0.15384664859635067,23,888.0
60050.0,17,214.0,3.242424242424242,3.6647904384757255,17,841.0,0.168198069518374,17,841.0
60055.0,22,226.0,3.6451612903225805,3.151424322289702,22,743.0,0.14389193154108207,22,743.0
60060.0,24,307.0,4.951612903225806,2.9851130090228706,24,796.0,0.11616256013375735,24,796.0
60065.0,26,400.0,6.451612903225806,3.078173768042961,26,837.0,0.09968349789899025,26,837.0
60070.0,23,352.0,5.587301587301587,3.0629700958214228,23,835.0,0.11512571270432634,23,835.0
60075.0,20,279.0,4.573770491803279,3.3881246852022464,20,719.0,0.11962850216465072,20,719.0
60080.0,17,264.0,4.551724137931035,3.2469109030845016,17,748.0,0.11338980561751334,17,748.0
60085.0,20,310.0,4.696969696969697,4.241046952567006,20,777.0,0.21766917629485094,20,777.0
60090.0,22,265.0,4.140625,3.56641683018026,22,735.0,0.16440775168120936,22,735.0
60095.0,32,386.0,6.225806451612903,2.1493238772052785,32,874.0,0.08830496895836884,32,874.0
60100.0,32,498.0,8.163934426229508,2.0549553017317046,32,996.0,0.08278414410938967,32,996.0
60105.0,32,610.0,9.682539682539682,2.44002161221088,32,1091.0,0.08880736758653517,32,1091.0
60110.0,27,565.0,8.828125,2.604918296537705,27,1098.0,0.09684119151005303,27,1098.0
60115.0,26,525.0,8.46774193548387,2.7560731550245117,26,956.0,0.09376201096006168,26,956.0
60120.0,25,521.0,7.893939393939394,3.5357722368351903,25,1038.0,0.1737901615147377,25,1038.0
60125.0,24,562.0,8.388059701492537,3.568327857378908,24,1078.0,0.15117227730461844,24,1078.0
60130.0,25,273.0,4.2,3.1481706356641728,25,998.0,0.11294368281061318,25,998.0
60135.0,23,177.0,2.8548387096774195,3.3101684268443083,23,849.0,0.1420250236348064,23,849.0
60140.0,25,239.0,4.0508474576271185,2.441297337196159,25,921.0,0.08569364815279551,25,921.0
60145.0,28,331.0,5.338709677419355,2.911506093978565,28,982.0,0.10645871284312543,28,982.0
60150.0,21,257.0,4.213114754098361,2.3511815562587177,21,972.0,0.07496920374931533,21,972.0
60155.0,19,194.0,2.8955223880597014,3.811901177443289,19,856.0,0.2006168504956412,19,856.0
60160.0,19,200.0,3.076923076923077,3.525713768785262,19,908.0,0.18282881227463435,19,908.0
60165.0,20,243.0,3.626865671641791,3.099946685009956,20,926.0,0.14292735085791336,20,926.0
60170.0,26,175.0,2.6923076923076925,2.7731533841178106,26,872.0,0.10324226488500256,26,872.0
60175.0,27,208.0,3.3015873015873014,2.841931477383022,27,802.0,0.09723030007885629,27,802.0
60180.0,29,297.0,4.790322580645161,2.8912516629661975,29,859.0,0.10781829815008259,29,859.0
60185.0,29,382.0,6.161290322580645,2.797181408510685,29,915.0,0.08139623686809043,29,915.0
60190.0,27,317.0,4.803030303030303,3.2104219718249474,27,906.0,0.15428830671360239,27,906.0
60195.0,21,233.0,3.640625,3.528883442284392,21,795.0,0.1691401875859273,21,795.0
60200.0,19,213.0,3.435483870967742,2.495065156045767,19,839.0,0.10132697436483283,19,839.0
60205.0,26,268.0,4.123076923076923,3.058229543111616,26,863.0,0.11235856052460552,26,863.0
60210.0,24,215.0,3.467741935483871,2.7101484758653656,24,879.0,0.0893738649811662,24,879.0
60215.0,25,292.0,4.786885245901639,3.1038228158742878,25,889.0,0.12095732251822763,25,889.0
60220.0,26,379.0,6.423728813559322,2.73194360765442,26,963.0,0.0833626871202085,26,963.0
60225.0,25,457.0,7.253968253968254,3.7666593771995722,25,985.0,0.1885195374042606,25,985.0
60230.0,20,378.0,5.815384615384615,4.183149279723349,20,930.0,0.20814487396037445,20,930.0
60235.0,15,262.0,4.225806451612903,4.007345280025589,15,776.0,0.19531395967982318,15,776.0
60240.0,19,230.0,3.7704918032786887,3.2499027360799553,19,789.0,0.13776746241477508,19,789.0
60245.0,21,291.0,4.770491803278689,3.223374978147477,21,816.0,0.11939613436790966,21,816.0
60250.0,25,205.0,3.306451612903226,2.9494716348837904,25,751.0,0.11022969626723057,25,751.0
